action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,10991082,[],CHEMBL2072943,Inhibition of human SRC using Ac-EIYGEFKKK-OH as substrate after 60 mins by phosphor imaging method,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)COc1ccc2cc(-c3nn(CC4CCNCC4)c4ncnc(N)c34)ccc2c1.Cl,,,CHEMBL2069256,J Med Chem,2012.0,,CHEMBL2070059,,CHEMBL2078805,,0,http://www.openphacts.org/units/Nanomolar,1661978,>,1,1,>,,IC50,nM,,10000.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,10.0
,,10991083,[],CHEMBL2072943,Inhibition of human SRC using Ac-EIYGEFKKK-OH as substrate after 60 mins by phosphor imaging method,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCOc1ccc2cc(-c3nn(C(C)C)c4ncnc(N)c34)ccc2c1.Cl,,,CHEMBL2069256,J Med Chem,2012.0,"{'bei': '16.27', 'le': '0.30', 'lle': '1.12', 'sei': '7.75'}",CHEMBL2070060,,CHEMBL2079232,6.11,0,http://www.openphacts.org/units/Nanomolar,1661979,=,1,1,=,,IC50,nM,,780.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,0.78
,,10991084,[],CHEMBL2072943,Inhibition of human SRC using Ac-EIYGEFKKK-OH as substrate after 60 mins by phosphor imaging method,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCOc1ccc2cc(-c3nn(CC4CCNCC4)c4ncnc(N)c34)ccc2c1.Cl,,,CHEMBL2069256,J Med Chem,2012.0,,CHEMBL2070061,,CHEMBL2079139,,0,http://www.openphacts.org/units/Nanomolar,1661980,>,1,1,>,,IC50,nM,,10000.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,10.0
,,10991085,[],CHEMBL2072943,Inhibition of human SRC using Ac-EIYGEFKKK-OH as substrate after 60 mins by phosphor imaging method,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)n1nc(-c2ccc3cc(OCc4ccccc4)ccc3c2)c2c(N)ncnc21.Cl,,,CHEMBL2069256,J Med Chem,2012.0,"{'bei': '18.04', 'le': '0.33', 'lle': '2.00', 'sei': '9.37'}",CHEMBL2070062,,CHEMBL2078865,7.39,0,http://www.openphacts.org/units/Nanomolar,1661981,=,1,1,=,,IC50,nM,,41.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,0.041
,,10991086,[],CHEMBL2072943,Inhibition of human SRC using Ac-EIYGEFKKK-OH as substrate after 60 mins by phosphor imaging method,B,,,BAO_0000190,BAO_0000357,single protein format,Cl.Nc1ncnc2c1c(-c1ccc3cc(OCc4ccccc4)ccc3c1)nn2CC1CCNCC1,,,CHEMBL2069256,J Med Chem,2012.0,"{'bei': '11.86', 'le': '0.21', 'lle': '0.70', 'sei': '6.06'}",CHEMBL2070063,,CHEMBL2079168,5.51,0,http://www.openphacts.org/units/Nanomolar,1661982,=,1,1,=,,IC50,nM,,3100.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,3.1
,,10991087,[],CHEMBL2072943,Inhibition of human SRC using Ac-EIYGEFKKK-OH as substrate after 60 mins by phosphor imaging method,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)n1nc(-c2ccc3cc(OCc4ccccc4Cl)ccc3c2)c2c(N)ncnc21.Cl,,,CHEMBL2069256,J Med Chem,2012.0,"{'bei': '14.76', 'le': '0.28', 'lle': '0.51', 'sei': '8.31'}",CHEMBL2070064,,CHEMBL2079140,6.55,0,http://www.openphacts.org/units/Nanomolar,1661983,=,1,1,=,,IC50,nM,,280.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,0.28
,,10991088,[],CHEMBL2072943,Inhibition of human SRC using Ac-EIYGEFKKK-OH as substrate after 60 mins by phosphor imaging method,B,,,BAO_0000190,BAO_0000357,single protein format,Cl.Nc1ncnc2c1c(-c1ccc3cc(OCc4ccccc4Cl)ccc3c1)nn2CC1CCNCC1,,,CHEMBL2069256,J Med Chem,2012.0,"{'bei': '11.51', 'le': '0.22', 'lle': '0.28', 'sei': '6.32'}",CHEMBL2070065,,CHEMBL2079169,5.75,0,http://www.openphacts.org/units/Nanomolar,1661984,=,1,1,=,,IC50,nM,,1800.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,1.8
,,10991089,[],CHEMBL2072943,Inhibition of human SRC using Ac-EIYGEFKKK-OH as substrate after 60 mins by phosphor imaging method,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)n1nc(-c2ccc3cc(OCc4cccc(Cl)c4)ccc3c2)c2c(N)ncnc21.Cl,,,CHEMBL2069256,J Med Chem,2012.0,"{'bei': '14.76', 'le': '0.28', 'lle': '0.51', 'sei': '8.31'}",CHEMBL2070066,,CHEMBL2078817,6.55,0,http://www.openphacts.org/units/Nanomolar,1661985,=,1,1,=,,IC50,nM,,280.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,0.28
,,10991090,[],CHEMBL2072943,Inhibition of human SRC using Ac-EIYGEFKKK-OH as substrate after 60 mins by phosphor imaging method,B,,,BAO_0000190,BAO_0000357,single protein format,Cl.Nc1ncnc2c1c(-c1ccc3cc(OCc4cccc(Cl)c4)ccc3c1)nn2CC1CCNCC1,,,CHEMBL2069256,J Med Chem,2012.0,"{'bei': '12.87', 'le': '0.24', 'lle': '0.96', 'sei': '7.06'}",CHEMBL2070067,,CHEMBL2079317,6.42,0,http://www.openphacts.org/units/Nanomolar,1661986,=,1,1,=,,IC50,nM,,380.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,0.38
,,10991091,[],CHEMBL2072943,Inhibition of human SRC using Ac-EIYGEFKKK-OH as substrate after 60 mins by phosphor imaging method,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)n1nc(-c2ccc3cc(OCc4ccc(Cl)cc4)ccc3c2)c2c(N)ncnc21.Cl,,,CHEMBL2069256,J Med Chem,2012.0,"{'bei': '14.80', 'le': '0.28', 'lle': '0.53', 'sei': '8.33'}",CHEMBL2070068,,CHEMBL2078802,6.57,0,http://www.openphacts.org/units/Nanomolar,1661987,=,1,1,=,,IC50,nM,,270.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,0.27
,,10991092,[],CHEMBL2072943,Inhibition of human SRC using Ac-EIYGEFKKK-OH as substrate after 60 mins by phosphor imaging method,B,,,BAO_0000190,BAO_0000357,single protein format,Cl.Nc1ncnc2c1c(-c1ccc3cc(OCc4ccc(Cl)cc4)ccc3c1)nn2CC1CCNCC1,,,CHEMBL2069256,J Med Chem,2012.0,"{'bei': '11.61', 'le': '0.22', 'lle': '0.34', 'sei': '6.38'}",CHEMBL2070069,,CHEMBL2079170,5.80,0,http://www.openphacts.org/units/Nanomolar,1661988,=,1,1,=,,IC50,nM,,1600.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,1.6
,,10991093,[],CHEMBL2072943,Inhibition of human SRC using Ac-EIYGEFKKK-OH as substrate after 60 mins by phosphor imaging method,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc2cc(-c3nn(C[C@@H](N)C(C)C)c4ncnc(N)c34)ccc2c1.Cl,,,CHEMBL2069256,J Med Chem,2012.0,,CHEMBL2070070,,CHEMBL2079356,,0,http://www.openphacts.org/units/Nanomolar,1661989,>,1,1,>,,IC50,nM,,10000.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,10.0
,,10991094,[],CHEMBL2072943,Inhibition of human SRC using Ac-EIYGEFKKK-OH as substrate after 60 mins by phosphor imaging method,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc2cc(-c3nn(C[C@H](C(C)C)N(C)C)c4ncnc(N)c34)ccc2c1.Cl,,,CHEMBL2069256,J Med Chem,2012.0,,CHEMBL2070071,,CHEMBL2078801,,0,http://www.openphacts.org/units/Nanomolar,1661990,>,1,1,>,,IC50,nM,,10000.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,10.0
,,10991095,[],CHEMBL2072943,Inhibition of human SRC using Ac-EIYGEFKKK-OH as substrate after 60 mins by phosphor imaging method,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc2cc(-c3nn(C[C@H]4CCCN4)c4ncnc(N)c34)ccc2c1.Cl,,,CHEMBL2069256,J Med Chem,2012.0,,CHEMBL2070072,,CHEMBL2078808,,0,http://www.openphacts.org/units/Nanomolar,1661991,>,1,1,>,,IC50,nM,,10000.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,10.0
,,10991096,[],CHEMBL2072943,Inhibition of human SRC using Ac-EIYGEFKKK-OH as substrate after 60 mins by phosphor imaging method,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc2cc(-c3nn(C[C@H]4CCCN4C)c4ncnc(N)c34)ccc2c1.Cl,,,CHEMBL2069256,J Med Chem,2012.0,,CHEMBL2070073,,CHEMBL2078822,,0,http://www.openphacts.org/units/Nanomolar,1661992,>,1,1,>,,IC50,nM,,10000.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,10.0
,,10991097,[],CHEMBL2072943,Inhibition of human SRC using Ac-EIYGEFKKK-OH as substrate after 60 mins by phosphor imaging method,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc2cc(-c3nn(C4CCNCC4)c4ncnc(N)c34)ccc2c1.Cl,,,CHEMBL2069256,J Med Chem,2012.0,"{'bei': '13.65', 'le': '0.25', 'lle': '1.75', 'sei': '5.83'}",CHEMBL2070074,,CHEMBL2079141,5.30,0,http://www.openphacts.org/units/Nanomolar,1661993,=,1,1,=,,IC50,nM,,5000.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,5.0
,,10991098,[],CHEMBL2072943,Inhibition of human SRC using Ac-EIYGEFKKK-OH as substrate after 60 mins by phosphor imaging method,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc2cc(-c3nn(C4CCN(C)CC4)c4ncnc(N)c34)ccc2c1.Cl,,,CHEMBL2069256,J Med Chem,2012.0,"{'bei': '13.05', 'le': '0.24', 'lle': '1.36', 'sei': '6.40'}",CHEMBL2070075,,CHEMBL2079355,5.25,0,http://www.openphacts.org/units/Nanomolar,1661994,=,1,1,=,,IC50,nM,,5600.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,5.6
,,10991099,[],CHEMBL2072943,Inhibition of human SRC using Ac-EIYGEFKKK-OH as substrate after 60 mins by phosphor imaging method,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc2cc(-c3nn(C4CCN(CC)CC4)c4ncnc(N)c34)ccc2c1.Cl,,,CHEMBL2069256,J Med Chem,2012.0,"{'bei': '12.15', 'le': '0.22', 'lle': '0.78', 'sei': '6.16'}",CHEMBL2070076,,CHEMBL2079142,5.06,0,http://www.openphacts.org/units/Nanomolar,1661995,=,1,1,=,,IC50,nM,,8700.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,8.7
,,10991100,[],CHEMBL2072943,Inhibition of human SRC using Ac-EIYGEFKKK-OH as substrate after 60 mins by phosphor imaging method,B,,,BAO_0000190,BAO_0000357,single protein format,CCCN1CCC(n2nc(-c3ccc4cc(OCC)ccc4c3)c3c(N)ncnc32)CC1.Cl,,,CHEMBL2069256,J Med Chem,2012.0,,CHEMBL2070077,,CHEMBL2079143,,0,http://www.openphacts.org/units/Nanomolar,1661996,>,1,1,>,,IC50,nM,,10000.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,10.0
,,10991101,[],CHEMBL2072943,Inhibition of human SRC using Ac-EIYGEFKKK-OH as substrate after 60 mins by phosphor imaging method,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc2cc(-c3nn(C4CCN(CCCN)CC4)c4ncnc(N)c34)ccc2c1.Cl,,,CHEMBL2069256,J Med Chem,2012.0,"{'bei': '13.77', 'le': '0.25', 'lle': '2.53', 'sei': '5.68'}",CHEMBL2070078,,CHEMBL2078825,6.14,0,http://www.openphacts.org/units/Nanomolar,1661997,=,1,1,=,,IC50,nM,,730.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,0.73
,,10991102,[],CHEMBL2072943,Inhibition of human SRC using Ac-EIYGEFKKK-OH as substrate after 60 mins by phosphor imaging method,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc2cc(-c3nn(C4CCN(C(C)=O)CC4)c4ncnc(N)c34)ccc2c1.Cl,,,CHEMBL2069256,J Med Chem,2012.0,"{'bei': '13.46', 'le': '0.25', 'lle': '1.99', 'sei': '5.84'}",CHEMBL2070079,,CHEMBL2079233,5.80,0,http://www.openphacts.org/units/Nanomolar,1661998,=,1,1,=,,IC50,nM,,1600.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,1.6
,,10991103,[],CHEMBL2072943,Inhibition of human SRC using Ac-EIYGEFKKK-OH as substrate after 60 mins by phosphor imaging method,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc2cc(-c3nn(C4CCN(S(C)(=O)=O)CC4)c4ncnc(N)c34)ccc2c1.Cl,,,CHEMBL2069256,J Med Chem,2012.0,"{'bei': '13.06', 'le': '0.25', 'lle': '2.87', 'sei': '5.24'}",CHEMBL2070080,,CHEMBL2078782,6.09,0,http://www.openphacts.org/units/Nanomolar,1661999,=,1,1,=,,IC50,nM,,810.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,0.81
,,10991104,[],CHEMBL2072943,Inhibition of human SRC using Ac-EIYGEFKKK-OH as substrate after 60 mins by phosphor imaging method,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc2cc(-c3nn(CC4CCN(C)CC4)c4ncnc(N)c34)ccc2c1.Cl,,,CHEMBL2069256,J Med Chem,2012.0,,CHEMBL2070081,,CHEMBL2078876,,0,http://www.openphacts.org/units/Nanomolar,1662000,>,1,1,>,,IC50,nM,,10000.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,10.0
,,10991105,[],CHEMBL2072943,Inhibition of human SRC using Ac-EIYGEFKKK-OH as substrate after 60 mins by phosphor imaging method,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc2cc(-c3nn(CC4CCN(CC)CC4)c4ncnc(N)c34)ccc2c1.Cl,,,CHEMBL2069256,J Med Chem,2012.0,,CHEMBL2070082,,CHEMBL2079144,,0,http://www.openphacts.org/units/Nanomolar,1662001,>,1,1,>,,IC50,nM,,10000.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,10.0
,,10991106,[],CHEMBL2072943,Inhibition of human SRC using Ac-EIYGEFKKK-OH as substrate after 60 mins by phosphor imaging method,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc2cc(-c3nn(CC4CCN(C(C)=O)CC4)c4ncnc(N)c34)ccc2c1.Cl,,,CHEMBL2069256,J Med Chem,2012.0,,CHEMBL2070083,,CHEMBL2078877,,0,http://www.openphacts.org/units/Nanomolar,1662002,>,1,1,>,,IC50,nM,,10000.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,10.0
,,10991107,[],CHEMBL2072943,Inhibition of human SRC using Ac-EIYGEFKKK-OH as substrate after 60 mins by phosphor imaging method,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc2cc(-c3nn(CC4CCN(S(C)(=O)=O)CC4)c4ncnc(N)c34)ccc2c1.Cl,,,CHEMBL2069256,J Med Chem,2012.0,,CHEMBL2070084,,CHEMBL2079145,,0,http://www.openphacts.org/units/Nanomolar,1662003,>,1,1,>,,IC50,nM,,10000.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,10.0
,,10991108,[],CHEMBL2072943,Inhibition of human SRC using Ac-EIYGEFKKK-OH as substrate after 60 mins by phosphor imaging method,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc2cc(-c3nn(CCC4CCNCC4)c4ncnc(N)c34)ccc2c1.Cl,,,CHEMBL2069256,J Med Chem,2012.0,"{'bei': '13.16', 'le': '0.24', 'lle': '1.46', 'sei': '6.03'}",CHEMBL2070085,,CHEMBL2078803,5.48,0,http://www.openphacts.org/units/Nanomolar,1662004,=,1,1,=,,IC50,nM,,3300.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,3.3
,,10991109,[],CHEMBL2072943,Inhibition of human SRC using Ac-EIYGEFKKK-OH as substrate after 60 mins by phosphor imaging method,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc2cc(-c3nn(CCC4CCN(C)CC4)c4ncnc(N)c34)ccc2c1.Cl,,,CHEMBL2069256,J Med Chem,2012.0,"{'bei': '12.27', 'le': '0.23', 'lle': '0.92', 'sei': '6.44'}",CHEMBL2070086,,CHEMBL2079171,5.28,0,http://www.openphacts.org/units/Nanomolar,1662005,=,1,1,=,,IC50,nM,,5200.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,5.2
,,10991110,[],CHEMBL2072943,Inhibition of human SRC using Ac-EIYGEFKKK-OH as substrate after 60 mins by phosphor imaging method,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc2cc(-c3nn(CCC4CCN(CC)CC4)c4ncnc(N)c34)ccc2c1.Cl,,,CHEMBL2069256,J Med Chem,2012.0,"{'bei': '11.70', 'le': '0.22', 'lle': '0.45', 'sei': '6.34'}",CHEMBL2070087,,CHEMBL2079234,5.20,0,http://www.openphacts.org/units/Nanomolar,1662006,=,1,1,=,,IC50,nM,,6300.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,6.3
,,10991111,[],CHEMBL2072943,Inhibition of human SRC using Ac-EIYGEFKKK-OH as substrate after 60 mins by phosphor imaging method,B,,,BAO_0000190,BAO_0000357,single protein format,CCCN1CCC(CCn2nc(-c3ccc4cc(OCC)ccc4c3)c3c(N)ncnc32)CC1.Cl,,,CHEMBL2069256,J Med Chem,2012.0,"{'bei': '11.28', 'le': '0.21', 'lle': '0.03', 'sei': '6.30'}",CHEMBL2070088,,CHEMBL2078797,5.17,0,http://www.openphacts.org/units/Nanomolar,1662007,=,1,1,=,,IC50,nM,,6700.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,6.7
,,10991112,[],CHEMBL2072943,Inhibition of human SRC using Ac-EIYGEFKKK-OH as substrate after 60 mins by phosphor imaging method,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc2cc(-c3nn(CCC4CCN(CCCN)CC4)c4ncnc(N)c34)ccc2c1.Cl,,,CHEMBL2069256,J Med Chem,2012.0,"{'bei': '10.74', 'le': '0.20', 'lle': '1.01', 'sei': '4.70'}",CHEMBL2070089,,CHEMBL2079172,5.09,0,http://www.openphacts.org/units/Nanomolar,1662008,=,1,1,=,,IC50,nM,,8200.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,8.2
,,11020084,[],CHEMBL2091832,Inhibition of SRC,B,,,BAO_0000190,BAO_0000357,single protein format,CCN1CCC(Nc2ccc3c(c2)C(=C(c2ccc(Cl)cc2)c2ncc[nH]2)C(=O)N3)CC1,,,CHEMBL2086224,Bioorg Med Chem Lett,2012.0,"{'bei': '16.70', 'le': '0.32', 'lle': '2.61', 'sei': '10.24'}",CHEMBL2086760,,CHEMBL2086760,7.48,0,http://www.openphacts.org/units/Nanomolar,1673570,=,1,1,=,,IC50,nM,,33.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,nM,UO_0000065,,33.0
,,12036446,[],CHEMBL2150417,Inhibition of Src after 5 mins,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21)S(C)(=O)=O.Cc1ccc(S(=O)(=O)O)cc1,,,CHEMBL2146394,Bioorg Med Chem,2012.0,,CHEMBL2148053,,CHEMBL2148052,,0,http://www.openphacts.org/units/Nanomolar,1729144,>,1,1,>,,IC50,nM,,10000.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,nM,UO_0000065,,10000.0
,,12051571,[],CHEMBL2154711,Inhibition of cSrc,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)Oc1cc(-n2cnc3ccc(N[C@@H](C)c4ccc(F)cn4)nc32)n[nH]1,,,CHEMBL2150905,ACS Med Chem Lett,2012.0,"{'bei': '20.29', 'le': '0.38', 'lle': '4.10', 'sei': '8.27'}",CHEMBL2151321,,CHEMBL2151321,7.74,0,http://www.openphacts.org/units/Nanomolar,1729702,=,1,1,=,,IC50,nM,,18.2,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,nM,UO_0000065,,18.2
,,12057077,[],CHEMBL2154040,Inhibition of recombinant Src catalytic domain in presence of 1 uM radiolabeled ATP,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(O)cc1-n1c(=O)c2c(c3c(N)ncnc31)CCCC2,,,CHEMBL2150975,ACS Med Chem Lett,2012.0,"{'bei': '20.07', 'le': '0.37', 'lle': '4.21', 'sei': '6.88'}",CHEMBL2152704,,CHEMBL2152704,6.47,0,http://www.openphacts.org/units/Nanomolar,1731471,=,1,1,=,,IC50,nM,,338.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,0.338
,,12060792,[],CHEMBL2156909,Inhibition of SRC,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3F)c2)cnc1N,,,CHEMBL2150966,J Med Chem,2012.0,,CHEMBL2152252,,CHEMBL2152252,,0,http://www.openphacts.org/units/Nanomolar,1730877,>,1,1,>,,IC50,nM,,3600.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,nM,UO_0000065,,3600.0
,,12060793,[],CHEMBL2156909,Inhibition of SRC,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3C)c2)cnc1N,,,CHEMBL2150966,J Med Chem,2012.0,,CHEMBL2152253,,CHEMBL2152253,,0,http://www.openphacts.org/units/Nanomolar,1730878,>,1,1,>,,IC50,nM,,3600.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,nM,UO_0000065,,3600.0
,,12150598,[],CHEMBL2188533,Inhibition of human recombinant SRC by radiometric kinase assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C5CCCC5)c4n3)cc2)CC1,,,CHEMBL2177100,J Med Chem,2012.0,"{'bei': '13.95', 'le': '0.26', 'lle': '1.36', 'sei': '8.82'}",CHEMBL2178352,,CHEMBL2178352,6.54,0,http://www.openphacts.org/units/Nanomolar,1751227,=,1,1,=,,IC50,nM,,290.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,0.29
,,12175192,[],CHEMBL2210718,Inhibition of Src,B,,,BAO_0000190,BAO_0000357,single protein format,CN(c1ccc(F)c(NC(=O)c2cccc(OC(C)(C)C#N)c2Cl)c1)c1ccc2nc(NC(=O)C3CC3)sc2n1,,,CHEMBL2203033,Bioorg Med Chem,2012.0,"{'bei': '11.89', 'le': '0.24', 'lle': '0.36', 'sei': '5.73'}",CHEMBL2204532,,CHEMBL2204532,6.89,0,http://www.openphacts.org/units/Nanomolar,1757339,=,1,1,=,,IC50,nM,,130.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,nM,UO_0000065,,130.0
,,12183813,[],CHEMBL2214448,Inhibition of SRC,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccn3nc(N)nc3c2)c1,,,CHEMBL2203257,Bioorg Med Chem Lett,2012.0,,CHEMBL2205766,,CHEMBL2205766,,0,http://www.openphacts.org/units/Nanomolar,1759115,<,1,1,>,,IC50,nM,,10000.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,pIC50,,UO_0000065,,5.0
,,12202304,[],CHEMBL2210030,Inhibition of GST-tagged c-Src preincubated for 30 mins measured after 60 mins,B,,,BAO_0000190,BAO_0000357,single protein format,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H]1O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL2203061,Bioorg Med Chem,2012.0,,CHEMBL2205394,,CHEMBL2205394,,0,http://www.openphacts.org/units/Nanomolar,1758501,=,1,1,=,,IC50,nM,,272100.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,272.1
,,12202305,[],CHEMBL2210030,Inhibition of GST-tagged c-Src preincubated for 30 mins measured after 60 mins,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL2203061,Bioorg Med Chem,2012.0,,CHEMBL2205392,,CHEMBL2205392,,0,http://www.openphacts.org/units/Nanomolar,1758499,=,1,1,=,,IC50,nM,,483900.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,483.9
,,12202306,[],CHEMBL2210030,Inhibition of GST-tagged c-Src preincubated for 30 mins measured after 60 mins,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1,,,CHEMBL2203061,Bioorg Med Chem,2012.0,"{'bei': '15.70', 'le': '0.31', 'lle': '4.51', 'sei': '4.55'}",CHEMBL2205390,,CHEMBL2205390,4.02,0,http://www.openphacts.org/units/Nanomolar,1758497,=,1,1,=,,IC50,nM,,95000.0,CHEMBL267,Homo sapiens,Tyrosine-protein kinase SRC,9606,,,IC50,uM,UO_0000065,,95.0
